3323
25
-0,8160881	-4,863106	28,44656
-0,864543	-2,128229	27,02485
-0,9251033	0,5796825	25,51071
-1,052036	1,545629	24,97696
-2,609461	-0,1558233	25,98189
-4,803396	-0,724848	26,5823
-5,808678	-2,551631	25,96773
-5,945467	-3,438105	25,71575
0,8062276	-0,07482793	25,90342
3,250656	-0,7185182	26,78314
3,890877	-2,767103	26,58199
3,824904	-3,246554	26,32544
-1,714958	-4,820556	28,04516
-2,972903	-7,961484	26,16865
-4,037028	-12,57463	25,15224
-3,525308	-12,69275	23,91948
0,1033821	-4,77582	28,09252
1,011187	-7,940768	26,00446
1,701327	-12,60744	24,88648
1,185899	-12,98325	23,80237
-0,9122411	-0,08674128	25,92249
-5,973322	-4,179143	25,56843
-5,900605	-3,180755	25,14143
3,865341	-4,011424	26,23241
3,815444	-3,258436	25,7
25
-0,8507183	-4,895808	28,6548
-0,8025228	-2,229917	27,21185
-0,7146725	0,35429	25,66356
-0,8571765	1,520604	25,01936
-2,490338	-0,2604229	25,85208
-4,695796	-0,7024512	26,27826
-5,681717	-2,50156	26,75711
-5,76092	-3,312151	26,81829
0,9238905	-0,08955774	26,02964
3,291907	-0,5754113	26,80526
3,995512	-2,501237	26,04305
3,880557	-2,962618	25,5627
-1,724872	-4,849215	28,22303
-3,427348	-6,534515	24,99881
-4,297379	-11,26341	24,50005
-3,669339	-12,41064	24,17907
0,04364751	-4,813228	28,33416
1,263443	-6,675947	24,96922
1,727552	-11,45346	24,34655
1,80675	-12,06149	23,04538
-0,7430022	-0,279954	26,07701
-5,848411	-4,224076	26,98171
-5,662736	-3,509114	26,3875
3,816969	-3,666222	25,14746
3,904057	-2,584803	24,95
25
-0,8599072	-4,891033	28,67603
-0,8005885	-2,227057	27,21199
-0,6976057	0,38244	25,62227
-0,7977986	1,49231	25,02148
-2,448578	-0,2852589	25,82653
-4,664872	-0,7218097	26,23529
-5,654948	-2,488398	26,7947
-5,710209	-3,298689	27,03955
0,9953174	-0,08891709	26,11148
3,316218	-0,5424193	26,83347
4,171179	-2,350079	25,93113
3,870086	-2,549753	25,62048
-1,735983	-4,843134	28,24139
-3,399328	-6,541056	25,00182
-4,267575	-11,27012	24,50076
-3,676758	-12,43274	24,17912
0,03740715	-4,810099	28,35661
1,249977	-6,629771	24,96202
1,728926	-11,40491	24,3269
1,840772	-12,01724	23,03268
-0,7299105	-0,2624303	26,0525
-5,764832	-4,196667	27,27391
-5,608853	-3,494429	26,63941
3,880663	-3,31153	25,03908
3,899802	-2,410695	24,8875
25
-0,878781	-4,891674	28,68714
-0,7907564	-2,221884	27,20629
-0,655411	0,411858	25,58034
-0,7321422	1,468031	25,01993
-2,409559	-0,3003096	25,79337
-4,661461	-0,7293639	26,22025
-5,614794	-2,478345	26,86835
-5,694301	-3,261277	27,08887
1,030464	-0,09286442	26,14885
3,316725	-0,4704565	26,8485
4,141101	-2,291168	25,94414
3,880465	-2,487151	25,59204
-1,754761	-4,841128	28,24987
-3,400581	-6,543319	25,00291
-4,253534	-11,27362	24,48052
-3,743353	-12,46082	24,25978
0,01940206	-4,813497	28,36947
1,246827	-6,615584	24,97007
1,659719	-11,39056	24,27366
1,787968	-12,00399	22,98291
-0,6937938	-0,2399399	26,01813
-5,696527	-4,177212	27,32267
-5,598106	-3,508412	26,69416
3,86839	-3,241028	25,02895
3,867449	-2,344982	24,712
25
-0,9245098	-4,877793	28,71187
-0,8093716	-2,208108	27,20839
-0,6733785	0,4314284	25,56618
-0,7259458	1,470086	25,02249
-2,409276	-0,299657	25,79247
-4,683509	-0,6329869	26,20375
-5,659034	-2,37306	26,84279
-5,816536	-3,006602	26,77037
1,032036	-0,09504901	26,15233
3,313275	-0,4142218	26,7971
3,954522	-2,261398	25,78922
3,909764	-2,889486	25,65328
-1,80998	-4,819011	28,27802
-3,350507	-6,571452	25,00383
-4,21968	-11,30642	24,60587
-3,732847	-12,50598	24,24577
-0,0162942	-4,80689	28,39027
1,233172	-6,592414	24,98957
1,636867	-11,39645	24,70475
1,768327	-12,0408	23,43737
-0,7100489	-0,2221233	26,00666
-5,86272	-3,851229	26,88736
-5,729682	-3,269675	26,31357
3,842723	-3,690513	25,37319
3,920043	-2,662209	24,96715
25
-0,9263638	-4,876146	28,71526
-0,810731	-2,20302	27,20998
-0,6767777	0,4408665	25,56531
-0,7342845	1,476905	25,02931
-2,409239	-0,2973355	25,79401
-4,728058	-0,5323071	26,20588
-5,735538	-2,292735	26,75226
-5,891003	-2,822203	26,56866
1,016305	-0,0978536	26,13957
3,311766	-0,4071467	26,75928
3,956903	-2,345146	25,97585
3,918992	-2,967212	25,79897
-1,811862	-4,817811	28,28212
-3,361431	-6,574053	25,0151
-4,226721	-11,3069	24,56581
-3,736601	-12,50533	24,24963
-0,01786835	-4,805067	28,39272
1,20117	-6,579336	24,97316
1,607229	-11,34914	24,22554
1,73209	-11,96422	22,93518
-0,7125375	-0,2139888	26,00599
-5,949572	-3,641653	26,5781
-5,789093	-3,05236	26,03
3,864174	-3,780143	25,57244
3,914465	-2,819622	25,108
25
-0,9332964	-4,867206	28,7172
-0,8351898	-2,173989	27,20358
-0,7491771	0,5002548	25,54024
-0,8299866	1,513953	25,01677
-2,531864	-0,2003437	25,89807
-4,863686	-0,3761218	26,29113
-6,09503	-2,112748	26,34974
-6,016374	-2,704668	25,96777
0,918602	-0,05577247	26,04901
3,283819	-0,4124426	26,66731
4,00921	-2,426819	26,40166
3,923583	-3,056077	26,25643
-1,8183	-4,809937	28,28663
-3,378842	-6,611701	25,05419
-4,225711	-11,35058	24,65878
-3,739394	-12,54997	24,27882
-0,02503758	-4,794629	28,39117
1,18382	-6,588795	24,97931
1,624032	-11,35669	24,24152
1,690855	-11,97351	22,94498
-0,7696766	-0,1629948	25,98454
-6,059963	-3,487521	25,85894
-5,916237	-2,701418	25,45563
3,909757	-3,834115	26,21894
3,88215	-3,019674	25,74273
25
-0,9419208	-4,860777	28,71677
-0,9231733	-2,141812	27,19448
-0,9682139	0,5468144	25,52072
-0,9843215	1,557168	25,01852
-2,657178	-0,1681366	25,9795
-4,938466	-0,3078487	26,42995
-6,027565	-2,068337	25,76588
-6,109975	-2,590261	25,29634
0,7583272	-0,04843829	25,95347
3,195043	-0,4852805	26,606
3,934752	-2,487728	26,68396
3,882613	-3,101684	26,70508
-1,825441	-4,807262	28,28732
-3,384739	-6,693311	25,11013
-4,213947	-11,43424	24,70357
-3,475373	-12,51578	24,20934
-0,03526042	-4,783498	28,38883
1,163249	-6,565514	24,96558
1,637083	-11,34775	24,39675
1,655649	-11,97605	23,10509
-0,953232	-0,1184687	25,96598
-6,071994	-3,412846	24,92307
-6,075704	-2,351088	24,73889
3,891528	-3,959938	26,79327
3,844081	-3,279462	26,17357
25
-0,9471736	-4,859651	28,71775
-0,9614605	-2,142091	27,19701
-1,018351	0,5384161	25,52777
-1,058918	1,548341	25,02881
-2,698678	-0,1652257	26,0105
-4,977013	-0,3117617	26,50874
-6,040255	-2,042771	25,7142
-6,130905	-2,442887	25,10627
0,7212179	-0,0490086	25,93019
3,17487	-0,5215036	26,61057
3,901885	-2,519248	26,76287
3,852053	-3,142215	26,85615
-1,829055	-4,807764	28,28859
-3,40649	-6,736212	25,15125
-4,225444	-11,47833	24,73895
-3,46349	-12,5401	24,2019
-0,04238037	-4,780439	28,38935
1,165214	-6,563409	24,97013
1,736652	-11,34018	24,46879
1,745684	-11,97305	23,18003
-1,003162	-0,1248432	25,97151
-6,090232	-3,100538	24,58989
-6,08572	-2,08391	24,50875
3,895974	-4,028162	27,01755
3,826735	-3,304541	26,3775
25
-0,9672394	-4,867768	28,72067
-1,000744	-2,155228	27,20318
-1,051052	0,5207607	25,5398
-1,174066	1,524407	25,05458
-2,795033	-0,2037496	26,07521
-5,001434	-0,3413199	26,58573
-6,083932	-1,939547	25,54259
-6,149854	-2,299633	25,00919
0,6283906	-0,1210626	25,90973
3,115153	-0,601649	26,64489
3,88736	-2,55455	26,94436
3,783175	-3,176046	26,98886
-1,847358	-4,818603	28,29668
-3,404159	-6,791265	25,17973
-4,2353	-11,53072	24,76491
-3,712377	-12,5639	24,22062
-0,06416065	-4,786907	28,38707
1,16957	-6,546293	24,96421
1,695237	-11,33302	24,53529
1,674126	-11,97156	23,25012
-1,038585	-0,1415592	25,98183
-6,11713	-2,969348	24,47035
-6,144898	-2,468802	25,48778
3,839047	-4,065532	27,19633
3,76045	-3,421062	26,48
25
-0,9611768	-4,864822	28,73265
-1,004497	-2,157074	27,20967
-1,061594	0,5111578	25,54796
-1,214743	1,50774	25,06205
-2,807701	-0,2178799	26,08654
-5,021596	-0,3606389	26,58682
-6,110221	-1,955608	25,54577
-6,19283	-2,457052	25,06322
0,6265727	-0,1205469	25,90933
3,122043	-0,6273255	26,6937
3,889094	-2,591137	26,95035
3,778947	-3,092635	26,79175
-1,840705	-4,821414	28,31264
-3,42345	-6,798227	25,21367
-4,251839	-11,53749	24,78778
-3,757063	-12,56358	24,20607
-0,05709681	-4,779505	28,39767
1,154177	-6,535213	24,9638
1,564744	-11,324	24,4003
1,535471	-11,95477	23,10989
-1,047182	-0,1485972	25,98942
-6,146573	-3,21987	24,68924
-6,138516	-2,518989	25,47859
3,798361	-3,93036	26,95267
3,743754	-3,289993	26,27667
25
-0,9699226	-4,867208	28,73463
-1,007793	-2,160898	27,21588
-1,047653	0,500089	25,56791
-1,198051	1,499369	25,07679
-2,7907	-0,210375	26,07914
-5,004362	-0,3651304	26,52534
-6,286644	-1,973601	25,82309
-6,194736	-2,286411	25,5053
0,6512537	-0,1150765	25,93945
3,140624	-0,5794764	26,73222
3,924732	-2,57303	26,69028
3,897307	-3,225337	26,42014
-1,846961	-4,823026	28,31278
-3,428331	-6,793646	25,20851
-4,281358	-11,52044	24,66437
-3,747623	-12,56872	24,24928
